,review_id,business_id,text,stars
141910,CkU4Zlu66c59fc8R25KJXg,AFDFOs2GaIyUArGyEUDQzQ,Food is good and reasonably priced BUT BEWARE restrooms !!!! Deep clean and sanitize thoroughly as well as the dining area  floors. They are dark colored but steam and strip the floor. Makes you wonder if the kitchen is up to par?!?! They posted A grade rating...really !?! I think they would improve star rating if they made the place more inviting and clean,2
141911,c2blcTBq8cM0OSW2K-9Q2Q,AFDFOs2GaIyUArGyEUDQzQ,"Love the food here but despise the staff. Never friendly, no smiles, no refills, and they give dirty looks. I usually go here after basketball at tark. I enjoy their whole chicken, pan fried noodles, whole sole fish and fried shrimp. They have a discounted menu after 11pm as well. If it wasn't for the tasty food I wouldn't give them my business.",3
141912,2TDGcewWgsJuvnQYMNmHhg,AFDFOs2GaIyUArGyEUDQzQ,Food is good for the price. The place is pretty big with lots of big family table. The lunch menu starts off at 5 dollars ! Very good service for Chinatown!!!! I ordered preserved vegetables with intestines and ma po tofu. Both very authentic! I always take my family here!,4
141913,z6H2Eap7-sH5uHm6S2oXuw,AFDFOs2GaIyUArGyEUDQzQ,"i went here quite often. Most of their food is good. The pork chop is awesome, wonton n suei kiaw soup is wonderful. Beef flat rice noodle is delicious, salt pepper squid is good too. I usually happy w/ their food. Service is so so, depends who ur server is.
Beware!! Their chix wing!! They serve it to me is medium, still bloody!! Gross!!",3
141914,W5WNoVblMiLd664Uewzebg,AFDFOs2GaIyUArGyEUDQzQ,"I must say, this is definitely not on my ""favorite, oh my gosh I love this place"" Chinese joints. I love the price of the stuff here, and I always end up finding myself here to feed a big group of people, or to fix a really really late night craving for Chinese food. 

Service is generally really fast, but the food is normally on the salty side, like ""oh my gosh I can totally taste the MSG"" and I normally get a headache after eating here and I think it's from the seasoning, or just the MSG they add to the meals. The place isn't super clean, but it's not disgusting dirty. I do like the taste of their hot tea here that they serve. 
 
Food is nicely portioned, so like I said, I definitely like the price of everything here especially because they have the ""special price/portioned"" menu. It's easy to feed a party of 10+ more people and end up only paying $10-$15 each if you split the bill'' and you'll have order a shit load of food, like over 6 or 7 dishes. This is a good place to come and eat if you're hungry and you wanna split the bill so you can try everything that's ordered.

They normally do a good job at accommodating very large groups. Bathroom isn't all that clean, so I would suggest hold it if you can. 

Oh and parking is a total bitch in the plaza where this restaurant is located so know you have been warned. When the parking lot is full (which it normally is always full) you have to park in the Chinatown parking lot next to this plaza.",2
141915,MP-mN-HX50J3x9OsRj8q-Q,AFDFOs2GaIyUArGyEUDQzQ,"Been here quite a few times... Always return for their salmon heads in black bean sauce, crispy pork intestines... It's very affordable and I like the food... Mostly for down to earth folk... If you're into fancy stuff, this place isn't for you...",3
141916,NXCQfe0_P4Iq8IapTXQsvA,AFDFOs2GaIyUArGyEUDQzQ,When me and my friends come here we are always seated right away. We always get the pork chops! The prices were decent and the portions are ok.,4
141917,kTnKhnbYctm7eTJ47rsz1Q,AFDFOs2GaIyUArGyEUDQzQ,Fried pork chop and steamed chicken with green onions and soy sauce. But the waiters are idiots!,3
141918,NZ1S88pKNH3CKFKfG21vGA,AFDFOs2GaIyUArGyEUDQzQ,"This place was okay. 
Took a while to get our food.
They have really good prices.
$10 minimum for credit/debit.",2
141919,JJmkoHfWTnpHL2xTgirZig,AFDFOs2GaIyUArGyEUDQzQ,"This place is gross, even for chinese standards, coming from an asian person.  I'm used to bad customer service, especially at chinese restaurants, but these girls take it to a whole another level.  The dining room has the sense of a public bathroom, and their restrooms are absolutely wretched, vomit inducing .  Seriously, put some money into the bathrooms at least.",1
142882,IiWE20cRlJ1YEEcebsxV-g,FV16IeXJp2W6pnghTz2FAw,"My mother REALLY wanted to try this place out when we came to Vegas, despite my arguing against it. There were tons of people waiting for a table, both in the restaurant and outside, so she kept saying ""Well it has to be good since there's so many people here !!"" How I wished that was true.
The wait wasn't too bad. 10~15 minutes.
I got the calamari, and it sucked. Hated it.
We ordered some beef entree and they didn't give it to us until near the end of the meal. Even after several reminders. Idk how the rest of the food was because I was too busy trying to eat the horrible calamari.
My water was only refilled once. 20 minutes after it's been sitting at the edge of the table completely empty. I guess it's not that big of a deal but it is to me. I mean, I would have asked for a refill myself if I could flag someone down but noo they were all running around serving other tables, and being apparently much too busy to attend to our one table.",2
142883,0_xIFMnhD0RZAySzQFQZeA,FV16IeXJp2W6pnghTz2FAw,"I base my reviews on the food, service, and atmosphere. Given that, this place was pretty average for a pho place. The restaurant itself is nicely decorated and large in size. It 's fairly busy every time I've drove passed it. I ordered my usual beef broth with rare flank steak. The broth was in my opinion, very tasty. I didn't need to add too much extra sauces like usual. The prices are a little bit more than I'm use to for the portion, but not too bad. So if you're looking for a good pho spot in Chinatown, Pho Kim Long is a safe bet.",3
142884,OOgIRkNzD_bFif-D0zvBoA,FV16IeXJp2W6pnghTz2FAw,"Pho Kim long. Fun e nam! Don't you think? Well if your a local or party with locals chances are you will probably end up here after a night out for some drunk munchies or after a wicked hangover sets in and your in dire need of liquids containing pho noodles.  The food good. The atmosphere is questionable. If you come here sober you'll probably run into someone you know who is plastered. Fun? Maybe. Enjoyable? That depends if you get anything good to use on them! Jk, sorta. 
Seriously though the food is good. Order something other than the pho you'll be surprised it's pretty damn good! I like the crab Rangoon and the peppered beef. 
Ooo and the Thai boba is yummy! Don't get the fruit flavored ones they use the artificial fruit stuff. 
The seating sucks and the bathroom is not so clean. If you like lots of ppl, a noisy restaurant, and pretty decent food than give pho Kim long a try. What could it hurt. I've def done worse drunk.",3
142885,tX5F2ojH4oBMvAahENXS3A,FV16IeXJp2W6pnghTz2FAw,"Open late for drunk feasting!  Each time I have gone, there was a wait, but it's not too bad. I have ordered the dat biet pho and the chicken pho.  They were both good.  Egg rolls were typical.",3
142886,1A5hjMib_ZHq9ztkqKJmfA,FV16IeXJp2W6pnghTz2FAw,"What! Only 3 1/2 stars?! This place has quality food! Whether you order their amazing pho (I ordered the #10)b or their delicious Kung pao beef, you can't go wrong! Their egg rolls are some of the best I've ever had.",5
142887,Csj0MOyz6HLUvtnXiV-T0Q,FV16IeXJp2W6pnghTz2FAw,"Good lunch spot, although it took some time to get our servers attention. We both ordered Pho and it was delicious. Mine (with various meats) and his (chicken) came out very quickly and had nice flavor. We were seated at a giant round table even though it was just the two of us and our 1 year old. They child seemed to have thrown them off, but overall the experience was good.",3
142888,kf5lQzlbzJV0Y1Z3AeSglw,FV16IeXJp2W6pnghTz2FAw,"excellent food, service was so slow today and they messed up my order. next table had same complaints. staff really odd, took off with my credit card for long time today... i hope i didnt become victim of fraud.  I dont recall service here being slow and rude, but it was definitely not fast or friendly.  Food amazing as before, but lost stars on service. I came around 5pm, saw no drunks or partiers.",3
142889,fktE_cf7IZKqpDYav3G4Sw,FV16IeXJp2W6pnghTz2FAw,"This is an okay place. The prices aren't too hot, but hey, you're in the Las Vegas area so prices will be much more inflated. 

This place seems to be popular with the locals as it was buzzing with people--for a random Thursday during the hours of lunch. The wait isn't that long though so don't fret. Our sever was semi okay, but my friends seemed to think otherwise as he made faces when my friend asked for a substitution. The food was average. I don't think any of us thought it was poorly made or anything great in nature. 

I had some sort of Japanese fried noodle. I really can't remember exactly what it was. It tasted okay, but I thought it was a bit on the oily side. I think other menu item choices would have been better. My friend's fiancee had the pho ga, he said it was good. 

I really like the fact that this restaurant is in the China Town area so you can definitely take your pick of other restaurants. There's plenty of dessert and drink choices to chose from as well.",3
142890,BxbEaq9W8ZrOFseTFRj-EA,FV16IeXJp2W6pnghTz2FAw,"You can never fail with number 14 (pho with rare beef), and egg rolls. They are delicious, and all we ever order is a pho of some sort and the egg rolls.. We've ordered Chinese from here before, but it is not their forte.",4
142891,aOOpgCt6Vh8KDTdCz8SF7A,FV16IeXJp2W6pnghTz2FAw,"Richard Pro here with another review.

After seeing lines going out the door 3 nights in a row at this restaurant, I decided I had to give this place a try.

The spring rolls were fabulous.
The pho was delicious.
The service was meh. 

The 3 color dessert was horrendous. You get a plastic cup, a mound of shaved ice on top that is impossible to eat with a plastic spoon because the ice hardens, and the green gelatin layer tastes like green hardened rice noodles. The coconut milk, instead of being liquid, freezes with the ice. Quite disappointing, really, to eat such a poorly prepared yet simple dessert.

3 stars. Pretty comfy and bright interior. Food is average and there are a lot of options.",3
142892,xMnszXyaq7bUhEeibXv4uQ,FV16IeXJp2W6pnghTz2FAw,Open really late and the Pho is really good. Didn't try anything else but everyone elses food around us looked pretty good. Service is ok but that is expected I guess.,4
142893,tBHkfH49itm-KP6R86KFow,FV16IeXJp2W6pnghTz2FAw,"This place is probably appreciated by those who are hung over. Unfortunately (in more ways than one), we patronized this restaurant sober as a blade of grass. On a Sunday morning, I found this place to be quite dark. Again, the dark would have been appreciated had I been hung over or still buzzing. The pho broth was salty and unbalanced. It tasted like it had too much star anise. 

I was adventurous and ordered the bun bo hue. Huge mistake-- again salty broth, the veggies that normally accompanies this disk appeared sad. The offering of frest mint was very stingy. Instead of cabbage, there were pieces of ripped up lettuce. Sure, they may not have red cabbage, but they could have at least cut up the lettuce nicely.",1
142894,oWiF88ke2bY3_JhkANZqLw,FV16IeXJp2W6pnghTz2FAw,super packed but worth the weight. best PHO i have EVER had.,5
142895,6TucK84noZn9peetH96GpA,FV16IeXJp2W6pnghTz2FAw,Wow.... I understand when you are in Vegas and your drunk food usually tastes better. but cmon MAN... food is terrible and well over priced!!!!  I will definitely not return to this place.,1
142896,kocfyE6A_klWVLulDCgdEg,FV16IeXJp2W6pnghTz2FAw,"With some many other (better) Pho places in the area there is no reason to eat at Pho Kim Long.

The tour buses regularly bring unknowing tourists to this particular mall strip in Chinatown. They get a lot of good business that way. Poor tourists. 5 minutes down the road are at least 2 better Pho joints with much less inflated prices.",2
142897,o_eI7b45kU8ydYDVzbuS_g,FV16IeXJp2W6pnghTz2FAw,"I would gladly five stars for the food because i keep coming back for it, but the service is two star. Every time i have been there, about 5 or 6 times, the servers have been terrible. Last time i was there, one in my party ordered veggie egg rolls and they said ""no, too busy now"". Really? It wasn't packed. They wait for you to tell them you need your check after everyone has long since finished. I think the kitschy name is what gets most people through the door. Maybe they just bank on the name and good food. Whatever. Maybe I'll get it as takeout next time.",3
142898,O5bLARxqzdxjo10HAaorhg,FV16IeXJp2W6pnghTz2FAw,"Let's make this short...

Place was beautiful and clean. The Pho was so-so because mine came out pretty salty. Not much different Pho varieties. And I was a little bit confused about service. We didn't have one server we could talk to. There were multiple servers at a time. That makes it hard to ask for something if you needed it, or to get the bill.",3
142899,47JH7_ImVGIpF-8vXDaPDQ,FV16IeXJp2W6pnghTz2FAw,"Terrible, rude  hosting, worst ever restaurant in my life!!!!!

  Our family  have waited for 30 minute on waiting list, but  a hostess, manager working the front was so rude that they ignored even yelled to us ""GET OUT"" when we pointed out to them why the group later than us were seated first. This place doesn't seem to have any rule for waiting list. I am not talking about special, excellent customer care for us  from them, considering their location. Instead of kind apologizing,realizing her mistake or trying to make experience better, the dumb manager was extremely rude about this situation, and called security guard  to kick us out. I have never experienced this kind of shit in my life ever!!
     
   Especially  unprofessional manager doesn't seem to know what he's doing for customer care.
  
  Ha Ha!!!  How stupid they are and  treated customer as just trouble makers!!!.  Also, I have never seen any security guard  in this kind of  local  restaurant. I figured out  easily why they hired a big guy like a night club and how many times they kicked even their customers easily.  
  
  Their rules seemed  that Don't ask and don't  argue just follow whatever they do.   If not,  they (security guard) kick out like drunken man at club or casino. 
   
YOU GET OUT !!! WHAT AN  ATTITUDE to customers. Don't ruin your day due to  this silly restaurant. There are so many better Pho restaurant  than this  in Vegas. 
Suck!! seriously.",1
142900,zOMaBuhuwM3z6nmtO8dCcg,FV16IeXJp2W6pnghTz2FAw,"The pho here is decent, but the service is atrocious! Went in for 20 mins just to be seated and 10 mins later nobody took our order or got us drinks. We told a server we were ready to order and he started walking away and saying VERY rudely ""in a few minutes""",1
142901,hX7pOkRX25ZRRED7lzglTg,FV16IeXJp2W6pnghTz2FAw,"I've been coming here for years! Way before the whole renovation to make it look more upscale. I kinda miss the old ways. When they had the fish tanks upfront and you get to pick your fish/shellfish. This place has become the official sobering spot for nightlife people. Food is always good and service is that typical of asian restaurants. Get your food quick, eat it and get out so they can turn that table. They also raised the prices. supply and demand right? Overall, I will keep coming here for good food and they're open 24/7. Don't expect friendly service but fast and efficient. works for me. after a ""pho kim long"" night drinking...nothing beats a large bowl of pho.",4
142902,FVeGYdlSDy-IAKVpnu5hTQ,FV16IeXJp2W6pnghTz2FAw,Omg they have the most amazing pho! I alway get the #14 and it never disappoints. From start to finish it takes less than 5 min for my take out to be ready and I'm on my way.,5
142903,8hy_E666ZNJFyuEL96Qkgw,FV16IeXJp2W6pnghTz2FAw,Pho isn't alwasy Pho.  You can end up with some terrible broths.  This place is always consistant and super busy.  I like that sometimes I have to wait in line.  It reminds me that I'm not the only one who likes this place for lunch,4
142904,rO3YbllnRUFl8lc0QgY98A,FV16IeXJp2W6pnghTz2FAw,"Good eating here as always, and helps that their open late for those of us that get off late from work.",5
142905,sSz3H-Nl37_kTo6ZuqjMRA,FV16IeXJp2W6pnghTz2FAw,"Vegan options are limited, but they exist and the food is great. Service is a little cold, but at 9:45am, who cares? Vegan pho is amazing and the veggie fried rice is very good. 

Added bonus? Ronald's donuts is right up the street and they have a bunch of vegan options.",4
142906,-_N_KKXaQnoVFrMPTjpB-A,FV16IeXJp2W6pnghTz2FAw,We typically come here for the pho but idk today the broth was off. 3 stars based on today's lunch.,3
142907,e34p8aGnfTs4-nMofLS9_g,FV16IeXJp2W6pnghTz2FAw,"Ate there last night and they treated us sooo poorly. I have never experienced such poor service. The waiters did NOT acknowledge us and kept ignoring us if we needed something... Even after eye contact. Multiple waiters were doing the same to us. At check out, we got DISRESPECTED by the so called restaurant owner... He refused to help us figure out our bill as it was being split into two orders. We asked if we could barrow their calculator and he says we have to use our own and figure it ourselves and then he answers the phone and completely ignores us. We got upset at him, and he CAUSED us out! Of course we were causing back to depend ourselves but then he called security like we were some animals. This was the worse place I have ever been too.",1
142908,-VC9knHz3pwZtX4ThHPC2g,FV16IeXJp2W6pnghTz2FAw,"I have made a yelp account today at this moment just to tell you my experience from this place. I have been here numerous times but don't really appreciate the standard customer service given at this place. This place I normally don't refer to friends but I decided to give this place one more shot due to my close friends wanting to eat this last night. Last night was the final draw for this place never have I ever felt violated, disrespected, and degraded in my life. We go here about 2:30 am after a night of long work and studying. It took the waiter 40 mins to take our order. We didn't get our compliment water, napkins, and utensils till all orders arrived. Numerous times have we tried to call a waiter over and cater to us all we got was stares and shut downs. They ignored for about 5 times, as they walked over and looked at us. As we finished up and was ready to pay, we waited at the cashier table for about 20 mins. The so called manager/owner comes through a young skinny Asian boy. He tell him that we are going to split the check into two my friend will pay first and I'll pay second. We have a group of four people and two people on one check the other two on the next check. He tells us we have to figure it our ourselves. We ask for a calculator right in front of him he tells us no you figure it our yourselves. The phones rings as we were try to talk to him he ignores is the whole time. At this point I  furious poor service, and now dealing with an ass of an owner. He tells me to ""shut the fuck up"" ""stop giving him attitude"" he also calls me a ""bitch"". At this point I'm ready to knock his ass out but I have to keep it collective, no one ever talks to me this way I was raised to knock bitches out if I was dissected especially in the way he treated me last night. I tell him ""bitch"" you do not know me don't you ever talk to me in that tone ever again. He then tells me to ""fuck off"" I don't care. I pay give no tip. As we were leaving he then runs outside trying to find security to kick me and my friends out saying we were trespassing when clearly I have to stay to pay the bill unless you want me to have a free meal. I leave he then tells me to ""get the fuck out"". I don't know about you but customer service and being a manager yourself customers are always right and never have I ever in my 25 years of living experience a manager/ owner swear at me. Do not I suggest do no! Ever go to this place ever!!!!!!",1
142909,O-r4zlCzWX5FIdwbFrrlXA,FV16IeXJp2W6pnghTz2FAw,I must eat here at least 3 times a week! Although it is always very busy and crowded they still remember me by name each time. I enjoy the food and the service is very fast!,5
142910,kWT7tn91ddJRpZMjmsCvsg,FV16IeXJp2W6pnghTz2FAw,"My experience at this restaurant and there customer service is the worst ever. My family an I decided to have dinner here on a busy night we had our baby stroller and since the restaurant was busy they asked if they could put our stroller away. When I left I completely forgot about the stroller and immediately called and they said they would put it aside so I could pick it up tomorrow. 
The next day I come to pick up my stroller they said that someone has already came in to pick it up and that it's not there fault the stroller was left there and it was out of there hands. The manager Ken was very rude and said sorry but there's nothing he can or will do about it.
Be advise make sure do not leave your personal belongings because even if they do find or have it there big chance you may not get it back.",1
142911,gjYaj4CB2e9SkAxaUjCEdg,FV16IeXJp2W6pnghTz2FAw,"Hated it. Service is crap and servers are extremely rude. They fill the bows completely with broth so you can't help but spill it and all the meat was covered in fat. Once we finished our meal we went to the cashier to pay, we asked to have separate checks he had the audacity to give us the whole check and demand we split it ourselves.  There where 5 of us and they add in gratuity which added up to 8bucks at the bottom of our check. I will never go back to this place it was horrible and left my  party angry all night.",1
142912,9q8D9SmcXL4gy5W1LHK6fg,FV16IeXJp2W6pnghTz2FAw,Good food and open 24 hours. Anytime I stop by Las Vegas I have to be here at least one time for lunch or dinner. Wonton soup is the best.,4
142913,5d7kkadgt4ngIxrt2WlQQA,FV16IeXJp2W6pnghTz2FAw,"So far, the broth for their Pho is my favorite. & the chicken porridge!

This place is one of the late night places to go since they are 24 hours. They are always busy even thought the restaurant is huge. I would rate the service 2-3 stars. It's always been like & I expect it from a place like that. It's not a big deal, I come here all the time anyway!",4
142914,bqRmejnC70ozZ2r1cLV_BQ,FV16IeXJp2W6pnghTz2FAw,"This place has good food!! I have been going here for years and I love that it is open late and located in a good area. I love their fried porkchops, special fried rice, porkchop combo, and of course their pho!! My favorite is their eggrolls! Theyre busy all day but especially late at night.",4
142915,Zj0Avyvi07SdLK266wQ4yA,FV16IeXJp2W6pnghTz2FAw,Beast restaurant lots of great food choices. If you are craving for soup I would recommend you going to this restaurant,4
142916,8S6Y2SuVvamE9hQPwX9JOg,FV16IeXJp2W6pnghTz2FAw,"After a long weekend of partying in Vegas, my 3 friends and I came here to get a feeling that only pho can give you. TBH I didn't expect much; I come from a place where the best pho are made. 

When I got there MLK DAY the line was out the door and the wait was a short 10 minutes. I order the usual pho Dac Biet with extra meat on the side and was quite satisfied with the flavor of the soup. The meat was good too; I mean it's pretty standard. 

What was lacking was the size and the composition of goodies that come with a combo. I had zero tripe, very little brisket, and very little else. The spring roll we ordered was also a bit pricey at 6 dollars for 2. 

It definitely did the job making me feel better though.",3
142917,IIPHx-sHbybxyfCgQwZEfA,FV16IeXJp2W6pnghTz2FAw,"Prompt service, great pho. I eat pho all the phoking time and this was amazing! the cream cheese wontons and the egg rolls were fairly decent, standard fried stuff.",5
142918,5HN0gmgF-VyymbdYMmN33Q,FV16IeXJp2W6pnghTz2FAw,"I love that this place is open 24hrs. I have a crazy schedule and by the time I get off work, I have very few and less appetizing options available at 2am in the morning. Heard about this place from a vegan friend ""I recently went Vegan in Nov 2013"" that this is a great place to add to my list of Vegetarian and Vegan friendly places to eat. I never had the chance to sit down and eat here. I always order for pick Up. I recommend to call your order in ahead of time due to they can be quite busy. The wait is definitely worth it. Over-all a delicious option for those late night cravings",4
142919,Pt3IeVLM3B4BCoHZDyhGlQ,FV16IeXJp2W6pnghTz2FAw,"yummy food, open all the time, sometimes semi long wait but its ok, i do recommend

i love the bun bo hue and canh chua here",5
142920,KMV4lk68b5i_szIghd5ZjA,FV16IeXJp2W6pnghTz2FAw,"Pho Kim Long is a good late night eat. I've only been a couple times but it's always been really good. The pho with steak is great, I can never finish the big bowl but I eat like a mouse. This last time I went I had the chicken fried rice which was good, needed some soy sauce but was made really well, there wasn't any hard parts or uncooked chicken. Nothing crazy.",4
